,full_id,brand,name,price,old_price,discount,rating,total_reviews
343,generic-solar-mini-fan-with-usb-charging-port-334580731,Generic,Solar Mini Fan With USB Charging Port,18600.0,20000.0,7,0.0,0
344,generic-portable-neck-fan-mini-handheld-fan-usb-332084593,Generic,Portable Neck Fan Mini Handheld Fan USB,3511.0,8000.0,56,0.0,0
345,generic-anging-neck-fan-ice-magnet-cooling-portable-neck-fan-type-c-371036662,Generic,anging Neck fan Ice Magnet Cooling Portable Neck Fan Type-C,12160.0,12800.0,5,0.0,0
347,generic-usb-mini-ceiling-fan-outdoor-camping-student-dormitory-fan-285394623,Generic,"USB Mini Ceiling Fan, Outdoor Camping, Student Dormitory Fan",17622.0,28900.0,39,0.0,0
348,qasa-16inch-rechargeable-standing-fan-wit-remote-control-364271881,Qasa,Qasa 16inch Rechargeable Standing Fan Wit Remote Control,78500.0,95000.0,17,4.0,1
349,century-quality-16-inch-rechargeable-standing-fan-wit-remote-control-75739134,Century,Century Quality 16 Inch Rechargeable Standing Fan Wit Remote Control,78000.0,90600.0,14,4.2,51
350,sonik-airflow-ceiling-fan-56-scf115white-256076234,Sonik,"Sonik Airflow Ceiling Fan 56"" - Scf115white",24997.0,195000.0,87,4.4,9
351,qasa-18-inch-rechargeable-standing-fan-wit-remote-control.-364273910,Qasa,Qasa 18 Inch Rechargeable Standing Fan Wit Remote Control.,90500.0,98000.0,8,0.0,0
352,generic-usb-4000mah-quality-rechargeable-desk-fan-263913114,Generic,USB 4000mAh Quality Rechargeable Desk Fan,16999.0,26172.0,35,4.5,4
353,camping-d12-20000mah-camping-led-fan-with-light-powered-outdoor-322433150,Camping,"Camping D12 20000mAh Camping LED Fan With Light, Powered Outdoor",45000.0,80000.0,44,0.0,0
355,generic-kamisafe-rechargeable-handheld-power-bank-functions-341837043,Generic,Kamisafe Rechargeable Handheld+ Power Bank Functions,9500.0,15000.0,37,0.0,0
356,century-18rechargeable-fanremoteled-light-18-inches-70164531,Century,Century 18”Rechargeable Fan+Remote+LED Light 18” Inches,99980.0,156000.0,36,4.3,65
357,dp-rechargeable-3-blade-table-fan-4000mah-battery-361885875,Dp,Dp Rechargeable  3 Blade Table Fan - 4000mAh Battery,21000.0,25000.0,16,0.0,0
358,generic-laptop-base-fan-radiator-black-281730784,Generic,Laptop Base Fan Radiator - Black,15820.0,23590.0,33,5.0,1
359,ox-plus-giant-60-ceiling-fan-white-291936561,Ox,Ox Plus Giant 60 Ceiling Fan White,39999.0,42000.0,5,4.0,1
360,generic-ergostand-laptopnotebook-cooling-pad-and-stand-257706648,Generic,Ergostand Laptop/Notebook Cooling Pad And Stand,20500.0,25000.0,18,5.0,2
361,solar-rechargeable-standing-fan-301404837,Solar,Solar Rechargeable  Standing  Fan,75000.0,150000.0,50,5.0,1
362,16-inch-rechargeable-standing-fan-white-ctl-cf034-16c-purple-lontor-mpg4128517,Lontor,Lontor 16 Inches Rechargeable Standing Fan,91999.0,99000.0,7,4.3,144
363,rechargeable-table-fan-usb-cord-white-dp-mpg2062543,Dp,Dp Rechargeable Table Fan + USB CORD - White,22000.0,22000.0,0,4.4,51
364,century-16-inches-rechargeable-fan-frc-40-d-11549155,Century,Century 16 Inches Rechargeable Fan (FRC-40-D),72000.0,80000.0,10,4.3,151
365,generic-hanging-portable-bladeless-adjustable-rechargeable-neck-fan-270552907,Generic,Hanging Portable Bladeless Adjustable Rechargeable Neck Fan,9990.0,15316.0,35,0.0,0
366,generic-rechargeable-neck-fan-portable-foldable-bladeless-fan-312016436,Generic,Rechargeable Neck Fan Portable Foldable Bladeless Fan,10499.0,18500.0,43,1.0,1
367,generic-inverter-friendly-solar-dc-orbit-celling-fan-330242205,Generic,Inverter  Friendly Solar Dc Orbit Celling Fan ],39999.0,55000.0,27,3.0,2
368,19inches-led-tv-tiny-frame-ufc-mpg3414374,Generic,17 Inches Rechargeable Fan High Speed Fan,57500.0,87500.0,34,3.4,16
369,wow-wow-win-17.2-inches-rechargeable-solar-stand-fan-319729378,Wow,Wow Wow-win 17.2 Inches Rechargeable Solar Stand Fan -,55500.0,65000.0,15,2.0,1
370,mini-usb-rechargeable-handheld-tabletop-air-cooler-fan-blue-generic-mpg2939866,Generic,Mini USB Rechargeable Handheld Tabletop Air Cooler Fan Blue,5500.0,5500.0,0,0.0,0
371,qasa-quality-16inch-rechargeable-standing-fan-wit-remote-control-332661402,Qasa,Qasa Quality 16inch Rechargeable Standing Fan Wit Remote Control,96900.0,100000.0,3,0.0,0
372,duravolt-56-inches-acdc-ceiling-fan-364253856,Duravolt,Duravolt 56 inches AC/DC Ceiling Fan,50500.0,75000.0,33,0.0,0
373,power-deluxe-5-blade-rechargeable-18-inches-solar-stand-fan-led-light-315304524,Power Deluxe,Power Deluxe 5 Blade Rechargeable 18 Inches Solar Stand Fan + LED Light,78900.0,177990.0,56,0.0,0
375,generic-tablet-radiator-for-ipad-proipad-airipad-miniipad-cooler-314641443,Generic,Tablet Radiator for iPad Pro/iPad Air/iPad Mini/iPad Cooler,18924.0,35460.0,47,0.0,0
378,generic-green-mini-portable-rechargeable-handheld-fan-with-standphone-holder-342473615,Generic,Green Mini Portable Rechargeable Handheld Fan With Stand/Phone Holder,5000.0,15000.0,67,0.0,0
379,lontor-rechargeable-hand-fan-mf014-4-361348953,Lontor,Lontor Rechargeable Hand Fan MF014-4,6649.0,15000.0,56,0.0,0
381,generic-7-color-mini-usb-portable-desktop-air-cooler-fan-315083894,Generic,7-color Mini USB Portable Desktop Air Cooler Fan,16193.0,25790.0,37,0.0,0
382,futina-4-inches-wallceiling-extractor-fan-round-back-futina-252810482,Futina,Futina 4 Inches Wall/ceiling Extractor Fan Round Back Futina,29000.0,39000.0,26,0.0,0
383,century-18-rechargeable-mist-water-fan-usbsolar-portsremote-195041339,Century,"Century 18"" Rechargeable  Mist (Water) Fan - USB&Solar Ports+REMOTE",174999.0,198000.0,12,3.0,1
384,duravolt-17-inches-standing-fan-dsf-173-black-132813755,Duravolt,Duravolt 17 Inches Standing Fan (DSF-173) - Black,28900.0,39000.0,26,4.2,65
385,solar-access-16-inches-solar-rechargeable-standing-fan-acdc-with-bulb-353355437,SOLAR ACCESS,SOLAR ACCESS 16 Inches Solar Rechargeable Standing Fan AC/DC With Bulb,87000.0,100000.0,13,0.0,0
386,generic-mini-usb-desk-fanportable-air-conditioning-fan-air-cooler-296373651,Generic,"Mini USB Desk Fan,Portable Air Conditioning Fan, Air Cooler",15642.0,28900.0,46,0.0,0
388,qasa-quality-56-inches-remote-controlled-only-ceiling-fan-263264801,Qasa,Qasa Quality 56 Inches Remote Controlled Only Ceiling Fan,25500.0,30000.0,15,3.0,2
389,d.light-sf21-solar-fan-solar-panel-and-bedside-light-54143334,D.Light,D.Light SF21 Solar Fan + Solar Panel And Bedside Light,98000.0,98000.0,0,4.4,15
390,rechargeable-tablehand-fan-generic-mpg2064029,Generic,Rechargeable Table/Hand Fan,6000.0,6000.0,0,4.4,9
391,binatone-56-long-blade-silent-breeze-ceiling-fan-cf-5676-291190392,Binatone,"Binatone 56"" Long Blade Silent Breeze Ceiling Fan CF-5676",51500.0,90000.0,43,4.0,1
392,lontor-12-inches-table-rechargeable-table-fan-with-solar-panel-350769174,Lontor,Lontor 12 inches Table rechargeable Table fan with Solar Panel,64900.0,70000.0,7,0.0,0
394,lexical-7l-air-cooler-with-digital-display-remote-control-373686239,Lexical,Lexical 7L Air Cooler With Digital Display & Remote Control,119990.0,154000.0,22,0.0,0
395,generic-hanging-neckfan-ice-magnet-cooling-portable-neck-fan-type-c-316533792,Generic,Hanging Neckfan Ice Magnet Cooling Portable Neck Fan Type-C ,21065.0,42130.0,50,0.0,0
396,generic-mini-usb-humidifier-fan-with-led-light-air-cooler-fan-364933245,Generic,Mini USB Humidifier Fan With Led Light -Air Cooler Fan,20500.0,45600.0,55,0.0,0
397,kami-5-inches-rechargeable-mini-fan-with-led-317487757,Kami,Kami 5 Inches Rechargeable (Mini) Fan With LED,15200.0,25000.0,39,0.0,0
398,iwin-mini-rechargeable-desktop-fan-338522462,Iwin,Iwin Mini Rechargeable Desktop Fan,9000.0,10500.0,14,1.0,1
399,id-cooling-cooling-fan-for-phone-mobile-gaming-phone-radiator-269691992,Id Cooling,Id Cooling Cooling Fan For Phone Mobile Gaming Phone Radiator,8000.0,9900.0,19,3.4,10
400,great-neck-rechargeable-neck-usb-fan-326523819,Great Neck,Great Neck Rechargeable Neck USB Fan,12000.0,20000.0,40,5.0,1
404,generic-led-fireplace-lantern-flamless-effect-lamp-home-89549471,Generic,LED Fireplace Lantern Flamless  Effect Lamp Home,22173.0,29854.0,33,1.0,1
405,itel-12-inches-acdc-solar-rechargeable-fan-with-panel-2-bulbs-373375525,itel,itel 12 Inches AC/DC Solar Rechargeable Fan With Panel & 2 Bulbs,53750.0,100000.0,46,0.0,0
406,qasa-quality-56-inches-remote-controlled-only-ceiling-fan-264703820,Qasa,Qasa Quality 56 Inches Remote Controlled Only Ceiling Fan,23750.0,30000.0,21,5.0,2
407,electric-orbit-fan-16-inches-power-deluxe-mpg3147376,Power Deluxe,Power Deluxe Electric Wall Fan- 16Inches,33700.0,45000.0,25,3.0,1
408,generic-ceiling-fan-light-lamp-remote-control-multi-function-ceiling-fans-light-strong-wind-3-gear-time-set-283282781,Generic,Ceiling Fan Light Lamp Remote Control Multi-function Ceiling Fans Light Strong Wind 3 Gear Time Set,26918.0,39999.0,33,4.0,2
410,quality-18-inches-rechargeable-fan-with-remote-control-qrf-5918hr.-qasa-mpg3147382,Qasa,Qasa Quality 18-inch Rechargeable Standing Fan Wit Remote Control,92000.0,100000.0,8,4.3,95
411,qasa-16-rechargeable-standing-fan-remote-solar-panel-46248402,Qasa,"Qasa 16"" Rechargeable Standing Fan +Remote + Solar Panel",96900.0,115000.0,16,0.0,0
414,solar-rechargeable-standing-fan-with-panel-and-bulbs-370253795,Solar,Solar Rechargeable Standing Fan With Panel And Bulbs,75000.0,100000.0,25,0.0,0
416,32inch-oscillating-tower-fan-beldray-mpg3964544,Beldray,Beldray 32inch Oscillating Tower Fan,90000.0,90000.0,0,4.7,3
417,generic-camping-fan-20000mah-air-circulators-d12-auto-oscillating-320621187,Generic,Camping Fan 20000mAh Air Circulators D12 Auto Oscillating,45000.0,90000.0,50,0.0,0
419,fuzhao-16-15watt-dc-standing-fan-inverter-fan-368823916,FUZHAO,FUZHAO 16'' 15watt DC Standing Fan-INVERTER FAN,40000.0,80000.0,50,0.0,0
422,rechargeable-table-fan-4000mah-battery-with-led-light-dp-led-light-mpg3630473,Dp Led Light,"Dp Led Light Rechargeable Table Fan, 4000MAH Battery, With LED Light",25000.0,40000.0,38,4.1,35
423,16-spacetek-exhaust-fan-generic-mpg3352722,Generic,"Universal 16"" Spacetek Industrial Heavy Duty Extractor Fan",80999.0,100000.0,19,5.0,1
425,generic-hand-held-rechargeable-fan-with-stand-351456301,Generic,Hand Held Rechargeable Fan With Stand,6318.0,8500.0,26,4.0,1
426,qasa-18-inches-rechargeable-fan-remote-control-qrf-5918hr-121920657,Qasa,Qasa 18 Inches Rechargeable Fan Remote Control QRF-5918HR,91500.0,110000.0,17,0.0,0
427,generic-rechargeable-10000mah-360-rotation-4-speeds-desktop-fan-349347800,Generic,Rechargeable 10000mah 360° Rotation 4 Speeds Desktop Fan,19602.0,25410.0,23,0.0,0
428,generic-cpu-cooling-fan-for-msi-gf63-ms-16r1-ms-16r2-pabd08008sh-n413-e322500300a-202372744,Generic,CPU Cooling Fan for MSI GF63 MS-16R1 MS-16R2 PABD08008SH N413 E322500300A,14875.0,25584.0,42,0.0,0
430,generic-p11-mobile-phone-cooler-cooling-fan-game-pad-holder-bracket-374056317,Generic,P11 Mobile Phone Cooler Cooling Fan Game Pad Holder Bracket,5571.0,10578.0,47,0.0,0
432,generic-bladeless-neck-fan-portable-hand-free-292855021,Generic,Bladeless Neck Fan Portable Hand Free,10999.0,10999.0,0,3.0,3
433,generic-spray-water-cooled-fan-usb-mini-electric-fan-white-281660905,Generic,Spray Water Cooled Fan USB Mini Electric Fan White,12869.0,46590.0,72,0.0,0
435,duravolt-12-inches-rechargeable-table-fan-solar-panel-2-bulbs-291642476,Duravolt,Duravolt 12'' Inches Rechargeable Table Fan + Solar Panel+ 2 Bulbs,53990.0,90000.0,40,4.3,7
436,kamisafe-rechargeable-multi-functional-table-fan-with-led-light-293062471,Kamisafe,Kamisafe Rechargeable Multi-functional Table Fan With LED Light,21185.0,32000.0,34,0.0,0
437,generic-mini-usb-air-conditioner-humidifier-with-night-light-345548015,Generic,Mini USB Air Conditioner & Humidifier With Night Light,18000.0,30000.0,40,3.0,1
438,duravolt-16-rechargeable-fan-drf-3916-with-solar-panel-and-led-bulbs-366669804,Duravolt,"Duravolt 16"" Rechargeable Fan DRF-3916 With Solar Panel And LED Bulbs",78900.0,105000.0,25,0.0,0
439,generic-non-slip-adjustable-laptop-stand-folding-portable-bracket-184470165,Generic,Non-slip Adjustable Laptop Stand Folding Portable Bracket,27140.0,43000.0,47,0.0,0
440,generic-household-wall-mounted-fan-charging-multi-functional-rechar-270418856,Generic,Household Wall-Mounted Fan Charging Multi-Functional Rechar,49315.0,92726.0,47,0.0,0
441,ox-mega-62-ceiling-fan-60728141,Ox,Ox MEGA 62'' Ceiling Fan,49900.0,49900.0,0,4.6,8
445,generic-mini-usb-hand-fanbasebattery-286655065,Generic,Mini USB Hand Fan+base+battery,5700.0,5700.0,0,3.7,6
446,duravolt-36-long-blade-ceiling-fan-brown-dcf-36-370070258,Duravolt,"Duravolt 36"" Long Blade Ceiling Fan (brown) DCF-36",20000.0,25000.0,20,4.0,1
447,generic-short-blade-celling-fan-summer-delite-133236147,Generic,Short Blade Celling Fan Summer Delite,30000.0,35000.0,14,4.8,5
448,generic-leafless-hanging-neck-fan-silent-usb-charging-309156335,Generic,Leafless Hanging Neck Fan Silent USB Charging,11137.0,21850.0,49,2.5,2
449,wireless-vibration-controller-dual-shock-wireless-pc-gaming-pad-for-laptop-ps3-ps2-125661018,Wireless Vibration Controller,Wireless Vibration Controller DUAL SHOCK Wireless  Pc Gaming Pad For Laptop / PS3 / PS2,11500.0,11500.0,0,0.0,0
450,kamisafe-rechargeable-table-fan-with-led-light-297815475,Kamisafe,Kamisafe Rechargeable Table Fan With LED Light,21650.0,21650.0,0,5.0,2
453,generic-mini-rechargeable-hand-fan-with-stand-271219637,Generic,Mini Rechargeable Hand Fan With Stand,5999.0,5999.0,0,4.2,18
454,binatone-heavy-duty-wall-fan-wf-1802-323151440,Binatone,Binatone Heavy Duty Wall Fan WF-1802,62990.0,109999.0,43,0.0,0
455,generic-15w-strong-cooling-fs05-semiconductor-mobile-phone-radiator-cooler-fan-digital-display-magnetic-back-clamp-364479858,Generic,15w Strong Cooling FS05 Semiconductor Mobile Phone Radiator Cooler Fan Digital Display Magnetic Back Clamp,11842.0,11842.0,0,0.0,0
456,generic-50watts-12v-mono-solar-panel-364583440,Generic,50watts 12V Mono Solar Panel,39000.0,58000.0,33,0.0,0
458,lontor-18-inch-rechargeable-water-mist-fan-watch-assembly-video-47043096,Lontor,Lontor 18-Inch Rechargeable Water Mist Fan (Watch Assembly Video),195000.0,195000.0,0,5.0,3
459,lexical-tower-fan-30inch-50w-373688592,Lexical,Lexical Tower Fan 30inch - 50w,88000.0,88000.0,0,0.0,0
460,binatone-16-inches-aluminum-blade-orbit-fan-obf-1650-271254297,Binatone,Binatone 16 Inches Aluminum Blade Orbit Fan (OBF-1650),39999.0,68100.0,41,4.6,10
461,aeon-16-inches-rechargeable-standing-fan-arf-16b-white-1-year-warranty-291997932,Aeon,Aeon 16 inches Rechargeable Standing Fan (ARF-16B) White - 1 year warranty,90990.0,100360.0,9,0.0,0
462,generic-portable-mini-rechargeable-handheld-fan-with-stand-349962579,Generic,Portable Mini Rechargeable Handheld Fan With Stand,5000.0,15000.0,67,0.0,0
463,generic-air-cooler-fan-with-humidifier-water-spray-night-light-338378765,Generic,Air Cooler Fan With Humidifier Water Spray + Night Light,27075.0,45000.0,40,0.0,0
464,generic-mini-desktop-fan-portable-adjustable-height-fan-343702319,Generic,Mini Desktop Fan Portable Adjustable Height Fan,9340.0,17000.0,45,0.0,0
465,iwin-rechargable-table-wall-mounted-fan-373157216,Iwin,Iwin Rechargable Table & Wall Mounted Fan,29880.0,29880.0,0,0.0,0
466,qasa-solar-rechargeable-led-torch-lantern-qltn-81b-217460032,Qasa,Qasa Solar Rechargeable Led Torch & Lantern (QLTN-81B),7500.0,18000.0,58,3.0,2
468,lontor-12-inch-rechargeable-table-fan-with-solar-port-cf025-12-368597600,Lontor,Lontor 12 Inch Rechargeable Table Fan With Solar Port Cf025-12,39900.0,49000.0,19,0.0,0
469,andrakk-16-rechargeable-mist-fan-adk6116-with-usb-120966576,Andrakk,"Andrakk 16"" Rechargeable Mist Fan ADK6116 With USB",155000.0,175000.0,11,2.0,1
470,rechargeable-fan-ventilation-foldable-air-conditioning-fans-generic-mpg2063992,Generic,Rechargeable Fan Ventilation Foldable Air Conditioning Fans,4500.0,4500.0,0,3.3,22
472,generic-toe-safety-shoe-black-195060767,Generic,Toe Safety Shoe-black,45000.0,55000.0,18,0.0,0
473,generic-small-foldable-table-clip-300490115,Generic,Small Foldable Table Clip,14500.0,17000.0,15,5.0,1
476,ox-ceiling-fan-imperial-56-white-339204334,Ox,"Ox CEILING FAN IMPERIAL 56"" - White",27000.0,50000.0,46,4.0,1
477,itec-18-inch-rechargeable-standing-fan-with-remote-129147234,Itec,Itec 18-inch Rechargeable Standing Fan With Remote,105000.0,110000.0,5,2.0,3
478,lontor-16-inch-rechargeable-water-mist-fan-with-solar-panel-60741888,Lontor,Lontor 16 Inch Rechargeable Water Mist Fan With Solar Panel,195000.0,195000.0,0,4.3,6
480,20-inches-industrial-wall-fan-ox-ox-mpg2940474,Ox,"Ox 20"" Inches Industrial Wall Fan - Ox",80900.0,88000.0,8,4.5,13
481,qasa-16-inches-industrial-wall-fan-qwf-1601-metal-53w-64160689,Qasa,Qasa 16 Inches INDUSTRIAL WALL FAN QWF-1601 Metal 53W,31650.0,47000.0,33,4.5,2
482,generic-dp-led-light-rechargeable-table-fan-4000mah-349881384,Generic,Dp LED Light Rechargeable Table Fan 4000mAh,20000.0,20000.0,0,0.0,0
483,century-rechargeable-fan-18-44167744,Century,"Century RECHARGEABLE FAN 18""",89000.0,120000.0,26,4.6,9
484,generic-iron-wire-lampshade-chandelier-shade-for-dining-room-258827683,Generic,Iron Wire Lampshade Chandelier Shade For Dining Room,6011.0,8415.0,29,0.0,0
485,18-inches-rechargeable-fan-remote-control-qrf-5918hr-qasa-mpg4128533,Qasa,Qasa 18 Inches Rechargeable Fan + Remote Control QRF-5918HR,87500.0,98000.0,11,4.3,34
486,generic-solid-camping-fan-20000mah-air-circulators-auto-oscillating-367099718,Generic,SOLID Camping Fan 20000mAh Air Circulators Auto Oscillating,48000.0,50000.0,4,0.0,0
487,generic-fanac-fanhumidifier-mist-fan-with-usb-141099434,Generic,"Fan,AC Fan,humidifier, Mist Fan ,With USB",35000.0,65000.0,46,5.0,1
489,generic-qasa-25-short-blade-ceiling-fan-brownwhite-339164574,Generic,"Qasa 25"" Short Blade Ceiling Fan (Brown/white)",26700.0,50000.0,47,0.0,0
490,genetic-hanging-neck-digital-display-portable-fan-317861209,Genetic,Genetic Hanging Neck Digital Display Portable Fan,17000.0,17000.0,0,4.0,3
491,solar-16-fan-rechargeable-standing-fan-with-solar-panel-356207408,Solar,"Solar 16"" Fan Rechargeable Standing Fan With Solar Panel",90250.0,160000.0,44,0.0,0
492,qasa-16-inches-rechargeable-fan-qrf-7916-vigor-6v7ah-battery-316387688,Qasa,Qasa 16 Inches Rechargeable FAN QRF-7916 Vigor 6V7Ah Battery,86000.0,110000.0,22,0.0,0
493,ox-plus-ceiling-fan-white-color-98035228,Ox,Ox Plus Ceiling Fan White Color,39999.0,39999.0,0,3.8,5
495,generic-air-cooler-fan-with-humidifier-water-spray-remote-control-360870110,Generic,Air Cooler Fan With Humidifier Water Spray + Remote Control,35000.0,39000.0,10,0.0,0
496,iwin-energy-acdc-rechargeable-wall-fansolar-289171585,IWIN ENERGY,IWIN ENERGY AC/DC Rechargeable Wall Fan(Solar),75000.0,100000.0,25,0.0,0
497,century-18-inches-rechargeable-wall-fan-frcb-45-black-258059371,Century,Century 18 Inches Rechargeable Wall Fan (FRCB 45) - Black,76500.0,102000.0,25,4.5,12
498,kamisafe-rechargeable-fan-hand-with-power-bank-function-323912137,Kamisafe,Kamisafe Rechargeable Fan hand with power bank function,9310.0,20000.0,53,0.0,0
499,12-inches-rechargeable-table-fan-with-solar-panel-duravolt-mpg4125093,Duravolt,Duravolt Solar Rechargeable Standing Fan - 12 Inches,65000.0,74000.0,12,4.4,5
500,generic-foldable-mini-usb-rechargeable-hand-held-fan-green-366997121,Generic,Foldable Mini USB Rechargeable Hand Held Fan (Green),4500.0,4500.0,0,0.0,0
501,generic-7200mah-rechargeable-fan-usb-folding-telescopic-7.7-inch-max-321596312,Generic,7200MaH Rechargeable Fan USB Folding Telescopic 7.7 Inch Max,21000.0,25000.0,16,1.0,1
502,generic-portable-air-cooler-fan-with-humidifier-led-night-lights-351531845,Generic,Portable Air Cooler Fan With Humidifier + Led Night Lights,26266.0,35000.0,25,0.0,0
503,generic-hand-pressed-handheld-children-small-fan-367202352,Generic,Hand Pressed Handheld Children Small Fan,2318.0,3317.0,30,0.0,0
504,magic-laptop-twin-usb-wired-pad-game-controller-for-pc-gaming-laptop-computer-237227579,Magic Laptop,Magic Laptop TWIN USB Wired Pad Game Controller For PC Gaming Laptop Computer,10890.0,10890.0,0,5.0,1
505,generic-kamisafe-rechargeable-hand-fan-power-bank-functions-339059210,Generic,Kamisafe Rechargeable Hand Fan + Power Bank Functions,9900.0,15500.0,36,0.0,0
506,ox-18inch-rechargeable-solar-standing-fan-free-solar-panel-332663414,Ox,Ox 18inch Rechargeable Solar Standing Fan + Free Solar Panel,79990.0,100000.0,20,3.0,1
507,itel-12-inche-acdc-solar-rechargeable-fan-with-panel-2-bulbs-300174668,itel,itel 12' Inche AC/DC Solar Rechargeable Fan With Panel & 2 Bulbs,57890.0,75000.0,23,0.0,0
508,generic-hand-pressed-handheld-children-small-fan-316716874,Generic,Hand Pressed Handheld Children Small Fan,2040.0,3672.0,44,0.0,0
509,mini-10000mah-chargeable-clipped-fan-360-rotation-4-speed-generic-mpg3632904,Generic,Mini 10000mAh Chargeable Clipped Fan 360&deg; Rotation 4-speed,27492.0,46278.0,41,4.2,19
510,generic-mini-handy-rechargeable-usb-cooling-fan-273644307,Generic,Mini Handy Rechargeable USB Cooling Fan,6000.0,6000.0,0,1.0,1
511,generic-incredible-metal-and-wood-side-tablestool-289905575,Generic,INCREDIBLE METAL AND WOOD SIDE TABLE/STOOL,34199.0,35999.0,5,0.0,0
512,generic-5-levels-usb-folding-fans-with-phone-holder-338313109,Generic,5 Levels USB Folding Fans With Phone Holder,7100.0,9000.0,21,0.0,0
513,generic-desk-foldable-fan-table-fans-household-fans-small-mini-fan-307816951,Generic,Desk Foldable Fan Table Fans Household Fans Small Mini Fan,14921.0,26484.0,44,0.0,0
514,binatone-rechargeable-fan-modelrcf-1865-357786728,Binatone,Binatone Rechargeable Fan Model:RCF-1865,164800.0,175000.0,6,0.0,0
515,ox-ceiling-fan-imperial-56-brown-336757544,Ox,"Ox CEILING FAN IMPERIAL 56"" - BROWN",27000.0,30000.0,10,0.0,0
516,generic-e27-ceiling-fan-with-lightsenclosed-low-fan-light-242133514,Generic,"E27 Ceiling Fan with Lights,Enclosed Low Fan Light,",32482.0,59119.0,45,4.0,1
517,qasa-quality-16-inch-rechargeable-standing-fan-wit-remote-control-91064747,Qasa,Qasa Quality 16-inch Rechargeable Standing Fan Wit Remote Control,80500.0,98000.0,18,5.0,2
518,18-inches-standing-fan-nexus-mpg3968450,Nexus,Nexus 18 Inches Standing Fan,35000.0,50000.0,30,3.0,1
519,pg-executive-solar-street-light-600w-with-pole-and-remote-240936322,P&G,P&G Executive Solar Street Light 600w With Pole And Remote,70000.0,100000.0,30,0.0,0
520,kamisafe-rechargeable-handheld-fan-plus-power-bank-functionality-294849686,Kamisafe,Kamisafe Rechargeable handheld fan plus power bank functionality,10830.0,25000.0,57,5.0,1
521,dp-led-light-portable-soft-touch-mini-fan-with-usb-362466298,Dp Led Light,Dp Led Light Portable Soft Touch Mini Fan With Usb,6900.0,8000.0,14,0.0,0
522,itec-18-inch-rechargeable-standing-fan-with-remote-78306023,Itec,Itec 18-inch Rechargeable Standing Fan With Remote,100000.0,110000.0,9,4.0,8
523,generic-convenient-rechargeable-outdoor-mini-folding-fan-278149736,Generic,Convenient Rechargeable Outdoor Mini Folding Fan,4090.0,8999.0,55,0.0,0
524,generic-rechargeable-fans-lights-desktop-table-fans-ceiling-fan-camping-fan-desktop-lamp-fan-355662170,Generic,Rechargeable Fans Lights Desktop Table Fans Ceiling Fan Camping Fan Desktop Lamp Fan,16499.0,29999.0,45,0.0,0
525,18-standing-fan-ox-plus-fan-ox-mpg3147321,Ox,Ox 18” Standing Fan@promo Price,25990.0,62490.0,58,4.0,148
526,generic-trimax-electric-bladeless-fan-tp-12-268925353,Generic,Trimax Electric Bladeless Fan (TP-12),147000.0,157000.0,6,0.0,0
527,iwin-rechargeable-solar-stand-fan-ac-and-dc-18incehes-318835400,Iwin,Iwin Rechargeable solar stand fan AC and DC 18incehes,91000.0,153000.0,41,0.0,0
528,915-generation-portable-rechargeable-mini-fan-air-cooler-mini-desk-fan-usb-236437047,915 Generation,915 Generation Portable Rechargeable Mini Fan Air Cooler Mini Desk Fan USB,6000.0,11928.0,50,5.0,1
529,16-inches-rechargeable-fan-free-gift-itel-mpg3352799,Generic,Rechargeable  Standing Fan +free Gift,138980.0,1119990.0,88,3.4,95
530,generic-usb-handheld-clip-fan-convenient-electric-fan-rechargeable-290358480,Generic,USB Handheld Clip Fan Convenient Electric Fan Rechargeable,20983.0,64174.0,67,0.0,0
531,polystar-supercool-airflow-ceiling-fan-pv-56wc-268452826,Polystar,Polystar Supercool Airflow Ceiling Fan - PV-56WC,29000.0,40000.0,28,4.5,4
532,duravolt-16-inches-acdc-non-rechargeablewall-fan-342454595,Duravolt,Duravolt 16 Inches AC/DC (Non Rechargeable)wall Fan,33250.0,45000.0,27,4.5,2
533,generic-bathroom-wall-mounted-mirror-meduim-size-218300715,Generic,Bathroom Wall Mounted Mirror (meduim Size),55000.0,55000.0,0,0.0,0
534,generic-mini-usb-humidifier-fan-with-led-light-air-cooler-fan-366041042,Generic,Mini USB Humidifier Fan With Led Light - Air Cooler Fan,21450.0,45000.0,52,0.0,0
535,generic-rechargeable-usb-neck-fan-3-speed-portable-fan-323907585,Generic,Rechargeable USB Neck Fan 3 Speed Portable Fan,8950.0,19590.0,54,4.0,1
536,sp-silent-100-ultra-quiet-wc-bathroom-extractor-fan-83832790,S&P,S&P Silent 100 Ultra Quiet Wc & Bathroom Extractor Fan,65000.0,65000.0,0,5.0,3
537,rechargeable-air-cooler-water-fan-with-remote-control-lontor-mpg3632933,Lontor,Lontor Rechargeable Air Cooler (Water Fan) With Remote Control,170499.0,199000.0,14,4.0,83
538,generic-neck-fan-rechargeable-hanging-portable-bladeless-adjustable-303447312,Generic,Neck Fan Rechargeable Hanging Portable Bladeless Adjustable,10000.0,20000.0,50,1.0,1
539,generic-incredible-metal-and-wood-side-tablestool-365608885,Generic,INCREDIBLE METAL AND WOOD SIDE TABLE/STOOL,47499.0,49999.0,5,0.0,0
540,lexical-32-oscillating-tower-fan-50w-373744598,Lexical,"Lexical 32"" Oscillating Tower Fan- 50W",85000.0,110000.0,23,0.0,0
